soc_code,onet_soc_code,occupation_title,task,task_type,source_date,rank
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Groom, clip, trim, or castrate animals, dock ears and tails, or shear coats to collect hair.",Supplemental,08/2019,11
45-2093,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Patrol grazing lands on horseback or using all-terrain vehicles.,Supplemental,08/2019,12
45-3031,45-3031.00,Fishing and Hunting Workers,"Travel on foot, by vehicle, or by equipment such as boats, snowmobiles, helicopters, snowshoes, or skis to reach hunting areas.",Core,08/2025,1
45-3031,45-3031.00,Fishing and Hunting Workers,Steer vessels and operate navigational instruments.,Core,08/2025,2
45-3031,45-3031.00,Fishing and Hunting Workers,"Maintain engines, fishing gear, and other on-board equipment and perform minor repairs.",Core,08/2025,3
45-3031,45-3031.00,Fishing and Hunting Workers,Remove catches from fishing equipment and measure them to ensure compliance with legal size.,Core,08/2025,4
45-3031,45-3031.00,Fishing and Hunting Workers,"Select, bait, and set traps, and lay poison along trails, according to species, size, habits, and environs of birds or animals and reasons for trapping them.",Core,08/2025,5
45-3031,45-3031.00,Fishing and Hunting Workers,Interpret weather and vessel conditions to determine appropriate responses.,Core,08/2025,6
45-3031,45-3031.00,Fishing and Hunting Workers,"Connect accessories such as floats, weights, flags, lights, or markers to nets, lines, or traps.",Core,08/2025,7
45-3031,45-3031.00,Fishing and Hunting Workers,"Load and unload vessel equipment and supplies, by hand or using hoisting equipment.",Core,08/2025,8
45-3031,45-3031.00,Fishing and Hunting Workers,"Harvest marine life for human or animal consumption, using diving or dredging equipment, traps, barges, rods, reels, or tackle.",Core,08/2025,9
45-3031,45-3031.00,Fishing and Hunting Workers,"Direct fishing or hunting operations, and supervise crew members.",Core,08/2025,10
45-3031,45-3031.00,Fishing and Hunting Workers,"Oversee the purchase of supplies, gear, and equipment.",Core,08/2025,11
45-3031,45-3031.00,Fishing and Hunting Workers,"Wash decks, conveyors, knives, and other equipment, using brushes, detergents, and water.",Core,08/2025,12
45-4011,45-4011.00,Forest and Conservation Workers,Check equipment to ensure that it is operating properly.,Core,08/2023,1
45-4011,45-4011.00,Forest and Conservation Workers,"Confer with other workers to discuss issues, such as safety, cutting heights, or work needs.",Core,08/2023,2
45-4011,45-4011.00,Forest and Conservation Workers,Fight forest fires or perform prescribed burning tasks under the direction of fire suppression officers or forestry technicians.,Core,08/2023,3
45-4011,45-4011.00,Forest and Conservation Workers,"Perform fire protection or suppression duties, such as constructing fire breaks or disposing of brush.",Core,08/2023,4
45-4011,45-4011.00,Forest and Conservation Workers,"Select or cut trees according to markings or sizes, types, or grades.",Supplemental,08/2023,5
45-4011,45-4011.00,Forest and Conservation Workers,"Identify diseased or undesirable trees and remove them, using power saws or hand saws.",Supplemental,08/2023,6
45-4011,45-4011.00,Forest and Conservation Workers,Spray or inject vegetation with insecticides to kill insects or to protect against disease or with herbicides to reduce competing vegetation.,Supplemental,08/2023,7
45-4011,45-4011.00,Forest and Conservation Workers,"Thin or space trees, using power thinning saws.",Supplemental,08/2023,8
45-4011,45-4011.00,Forest and Conservation Workers,Maintain tallies of trees examined and counted during tree marking or measuring efforts.,Supplemental,08/2023,9
45-4011,45-4011.00,Forest and Conservation Workers,"Erect signs or fences, using posthole diggers, shovels, or other hand tools.",Supplemental,08/2023,10
45-4011,45-4011.00,Forest and Conservation Workers,"Provide assistance to forest survey crews by clearing site-lines, holding measuring tools, or setting stakes.",Supplemental,08/2023,11
45-4011,45-4011.00,Forest and Conservation Workers,"Sort tree seedlings, discarding substandard seedlings, according to standard charts or verbal instructions.",Supplemental,08/2023,12
45-4021,45-4021.00,Fallers,"Stop saw engines, pull cutting bars from cuts, and run to safety as tree falls.",Core,06/2007,1
45-4021,45-4021.00,Fallers,"Appraise trees for certain characteristics, such as twist, rot, and heavy limb growth, and gauge amount and direction of lean, to determine how to control the direction of a tree's fall with the least damage.",Core,06/2007,2
45-4021,45-4021.00,Fallers,"Saw back-cuts, leaving sufficient sound wood to control direction of fall.",Core,06/2007,3
45-4021,45-4021.00,Fallers,"Clear brush from work areas and escape routes, and cut saplings and other trees from direction of falls, using axes, chainsaws, or bulldozers.",Core,06/2007,4
45-4021,45-4021.00,Fallers,"Measure felled trees and cut them into specified log lengths, using chain saws and axes.",Core,06/2007,5
45-4021,45-4021.00,Fallers,"Determine position, direction, and depth of cuts to be made, and placement of wedges or jacks.",Core,06/2007,6
45-4021,45-4021.00,Fallers,"Control the direction of a tree's fall by scoring cutting lines with axes, sawing undercuts along scored lines with chainsaws, knocking slabs from cuts with single-bit axes, and driving wedges.",Core,06/2007,7
45-4021,45-4021.00,Fallers,"Trim off the tops and limbs of trees, using chainsaws, delimbers, or axes.",Core,06/2007,8
45-4021,45-4021.00,Fallers,"Select trees to be cut down, assessing factors such as site, terrain, and weather conditions before beginning work.",Core,06/2007,9
45-4021,45-4021.00,Fallers,Insert jacks or drive wedges behind saws to prevent binding of saws and to start trees falling.,Core,06/2007,10
45-4021,45-4021.00,Fallers,Tag unsafe trees with high-visibility ribbons.,Core,06/2007,11
45-4021,45-4021.00,Fallers,Assess logs after cutting to ensure that the quality and length are correct.,Core,06/2007,12
45-4022,45-4022.00,Logging Equipment Operators,"Inspect equipment for safety prior to use, and perform necessary basic maintenance tasks.",Core,07/2017,1
45-4022,45-4022.00,Logging Equipment Operators,"Drive straight or articulated tractors equipped with accessories such as bulldozer blades, grapples, logging arches, cable winches, and crane booms to skid, load, unload, or stack logs, pull stumps, or clear brush.",Core,07/2017,2
45-4022,45-4022.00,Logging Equipment Operators,Drive crawler or wheeled tractors to drag or transport logs from felling sites to log landing areas for processing and loading.,Core,07/2017,3
45-4022,45-4022.00,Logging Equipment Operators,Drive tractors for building or repairing logging and skid roads.,Core,07/2017,4
45-4022,45-4022.00,Logging Equipment Operators,"Grade logs according to characteristics such as knot size and straightness, and according to established industry or company standards.",Core,07/2017,5
45-4022,45-4022.00,Logging Equipment Operators,"Control hydraulic tractors equipped with tree clamps and booms to lift, swing, and bunch sheared trees.",Core,07/2017,6
45-4022,45-4022.00,Logging Equipment Operators,Fill out required job or shift report forms.,Core,07/2017,7
45-4022,45-4022.00,Logging Equipment Operators,"Calculate total board feet, cordage, or other wood measurement units, using conversion tables.",Supplemental,07/2017,8
45-4022,45-4022.00,Logging Equipment Operators,"Drive and maneuver tractors and tree harvesters to shear the tops off of trees, cut and limb the trees, and cut the logs into desired lengths.",Supplemental,07/2017,9
45-4023,45-4023.00,Log Graders and Scalers,"Paint identification marks of specified colors on logs to identify grades or species, using spray cans, or call out grades to log markers.",Core,07/2017,1
45-4023,45-4023.00,Log Graders and Scalers,"Jab logs with metal ends of scale sticks, and inspect logs to ascertain characteristics or defects such as water damage, splits, knots, broken ends, rotten areas, twists, and curves.",Core,07/2017,2
45-4023,45-4023.00,Log Graders and Scalers,"Evaluate log characteristics and determine grades, using established criteria.",Core,07/2017,3
45-4023,45-4023.00,Log Graders and Scalers,Record data about individual trees or load volumes into tally books or hand-held collection terminals.,Core,07/2017,4
45-4023,45-4023.00,Log Graders and Scalers,"Measure felled logs or loads of pulpwood to calculate volume, weight, dimensions, and marketable value, using measuring devices and conversion tables.",Core,07/2017,5
45-4023,45-4023.00,Log Graders and Scalers,"Identify logs of substandard or special grade so that they can be returned to shippers, regraded, recut, or transferred for other processing.",Core,07/2017,6
45-4023,45-4023.00,Log Graders and Scalers,"Measure log lengths and mark boles for bucking into logs, according to specifications.",Supplemental,07/2017,7
45-4023,45-4023.00,Log Graders and Scalers,Arrange for hauling of logs to appropriate mill sites.,Supplemental,07/2017,8
45-4023,45-4023.00,Log Graders and Scalers,"Drive to sawmills, wharfs, or skids to inspect logs or pulpwood.",Supplemental,07/2017,9
45-4023,45-4023.00,Log Graders and Scalers,Communicate with coworkers by signals to direct log movement.,Supplemental,07/2017,10
45-4023,45-4023.00,Log Graders and Scalers,"Weigh log trucks before and after unloading, and record load weights and supplier identities.",Supplemental,07/2017,11
45-4023,45-4023.00,Log Graders and Scalers,Saw felled trees into lengths.,Supplemental,07/2017,12
47-1011,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,"Read specifications, such as blueprints, to determine construction requirements or to plan procedures.",Core,08/2020,1
47-1011,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Estimate material or worker requirements to complete jobs.,Core,08/2020,2
47-1011,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,"Supervise, coordinate, or schedule the activities of construction or extractive workers.",Core,08/2020,3
47-1011,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,"Confer with managerial or technical personnel, other departments, or contractors to resolve problems or to coordinate activities.",Core,08/2020,4
47-1011,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Coordinate work activities with other construction project activities.,Core,08/2020,5
