soc_code,onet_soc_code,occupation_title,knowledge_area,importance,source_date,rank
43-4021,43-4021.00,Correspondence Clerks,Law and Government,2.76,08/2023,9
43-4021,43-4021.00,Correspondence Clerks,Communications and Media,2.56,08/2023,10
43-4021,43-4021.00,Correspondence Clerks,Personnel and Human Resources,2.39,08/2023,11
43-4021,43-4021.00,Correspondence Clerks,Production and Processing,2.39,08/2023,12
43-4021,43-4021.00,Correspondence Clerks,Education and Training,2.39,08/2023,13
43-4021,43-4021.00,Correspondence Clerks,Telecommunications,2.2,08/2023,14
43-4021,43-4021.00,Correspondence Clerks,Transportation,1.95,08/2023,15
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Customer and Personal Service,4.47,08/2022,1
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Administrative,4.3,08/2022,2
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Law and Government,4.1,08/2022,3
43-4031,43-4031.00,"Court, Municipal, and License Clerks",English Language,4.05,08/2022,4
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Administration and Management,3.46,08/2022,5
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Computers and Electronics,3.4,08/2022,6
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Mathematics,2.89,08/2022,7
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Personnel and Human Resources,2.83,08/2022,8
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Public Safety and Security,2.73,08/2022,9
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Economics and Accounting,2.68,08/2022,10
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Education and Training,2.63,08/2022,11
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Telecommunications,2.37,08/2022,12
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Communications and Media,2.32,08/2022,13
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Psychology,2.07,08/2022,14
43-4031,43-4031.00,"Court, Municipal, and License Clerks",Production and Processing,1.92,08/2022,15
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Customer and Personal Service,4.06,11/2020,1
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",English Language,3.67,11/2020,2
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Mathematics,3.61,11/2020,3
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Law and Government,3.37,11/2020,4
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Administrative,3.34,11/2020,5
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Economics and Accounting,3.33,11/2020,6
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Computers and Electronics,3.19,11/2020,7
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Administration and Management,3.13,11/2020,8
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Sales and Marketing,2.7,11/2020,9
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Psychology,2.37,11/2020,10
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Education and Training,2.36,11/2020,11
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Transportation,2.35,11/2020,12
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Personnel and Human Resources,2.3,11/2020,13
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Communications and Media,2.21,11/2020,14
43-4041,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Telecommunications,2.12,11/2020,15
43-4051,43-4051.00,Customer Service Representatives,Customer and Personal Service,4.7,08/2022,1
43-4051,43-4051.00,Customer Service Representatives,English Language,3.92,08/2022,2
43-4051,43-4051.00,Customer Service Representatives,Administration and Management,3.51,08/2022,3
43-4051,43-4051.00,Customer Service Representatives,Sales and Marketing,3.45,08/2022,4
43-4051,43-4051.00,Customer Service Representatives,Mathematics,3.34,08/2022,5
43-4051,43-4051.00,Customer Service Representatives,Administrative,3.29,08/2022,6
43-4051,43-4051.00,Customer Service Representatives,Computers and Electronics,3.28,08/2022,7
43-4051,43-4051.00,Customer Service Representatives,Economics and Accounting,2.91,08/2022,8
43-4051,43-4051.00,Customer Service Representatives,Public Safety and Security,2.82,08/2022,9
43-4051,43-4051.00,Customer Service Representatives,Education and Training,2.55,08/2022,10
43-4051,43-4051.00,Customer Service Representatives,Personnel and Human Resources,2.46,08/2022,11
43-4051,43-4051.00,Customer Service Representatives,Telecommunications,2.39,08/2022,12
43-4051,43-4051.00,Customer Service Representatives,Psychology,2.22,08/2022,13
43-4051,43-4051.00,Customer Service Representatives,Communications and Media,2.13,08/2022,14
43-4051,43-4051.00,Customer Service Representatives,Transportation,2.13,08/2022,15
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Customer and Personal Service,4.91,08/2023,1
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",English Language,4.36,08/2023,2
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Administration and Management,3.84,08/2023,3
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Administrative,3.77,08/2023,4
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Personnel and Human Resources,3.53,08/2023,5
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Education and Training,3.44,08/2023,6
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Computers and Electronics,3.35,08/2023,7
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Mathematics,3.34,08/2023,8
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Law and Government,3.1,08/2023,9
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Public Safety and Security,3.01,08/2023,10
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Communications and Media,2.77,08/2023,11
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Economics and Accounting,2.49,08/2023,12
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Sociology and Anthropology,2.48,08/2023,13
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Psychology,2.46,08/2023,14
43-4061,43-4061.00,"Eligibility Interviewers, Government Programs",Production and Processing,2.39,08/2023,15
43-4071,43-4071.00,File Clerks,Administrative,4.51,08/2025,1
43-4071,43-4071.00,File Clerks,English Language,4.32,08/2025,2
43-4071,43-4071.00,File Clerks,Customer and Personal Service,4.24,08/2025,3
43-4071,43-4071.00,File Clerks,Law and Government,3.36,08/2025,4
43-4071,43-4071.00,File Clerks,Computers and Electronics,3.33,08/2025,5
43-4071,43-4071.00,File Clerks,Telecommunications,3.28,08/2025,6
43-4071,43-4071.00,File Clerks,Mathematics,3.21,08/2025,7
43-4071,43-4071.00,File Clerks,Public Safety and Security,3.12,08/2025,8
43-4071,43-4071.00,File Clerks,Administration and Management,2.88,08/2025,9
43-4071,43-4071.00,File Clerks,Education and Training,2.66,08/2025,10
43-4071,43-4071.00,File Clerks,Communications and Media,2.51,08/2025,11
43-4071,43-4071.00,File Clerks,Personnel and Human Resources,2.5,08/2025,12
43-4071,43-4071.00,File Clerks,Economics and Accounting,2.35,08/2025,13
43-4071,43-4071.00,File Clerks,Foreign Language,2.2,08/2025,14
43-4071,43-4071.00,File Clerks,Transportation,2.2,08/2025,15
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Customer and Personal Service,4.35,07/2017,1
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",English Language,4.19,07/2017,2
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Public Safety and Security,3.67,07/2017,3
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Administrative,3.64,07/2017,4
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Computers and Electronics,3.35,07/2017,5
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Administration and Management,3.18,07/2017,6
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Mathematics,3.05,07/2017,7
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Sales and Marketing,2.87,07/2017,8
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Economics and Accounting,2.82,07/2017,9
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Telecommunications,2.59,07/2017,10
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Personnel and Human Resources,2.55,07/2017,11
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Education and Training,2.53,07/2017,12
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Communications and Media,2.46,07/2017,13
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Law and Government,2.31,07/2017,14
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Psychology,2.16,07/2017,15
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Customer and Personal Service,4.48,08/2021,1
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",English Language,3.72,08/2021,2
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Administrative,3.69,08/2021,3
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Computers and Electronics,3.47,08/2021,4
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Mathematics,3.26,08/2021,5
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Administration and Management,3.08,08/2021,6
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Communications and Media,2.69,08/2021,7
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Personnel and Human Resources,2.54,08/2021,8
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Therapy and Counseling,2.54,08/2021,9
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Public Safety and Security,2.5,08/2021,10
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Law and Government,2.47,08/2021,11
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Education and Training,2.45,08/2021,12
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Economics and Accounting,2.42,08/2021,13
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Telecommunications,2.29,08/2021,14
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",Psychology,2.21,08/2021,15
43-4121,43-4121.00,"Library Assistants, Clerical",Customer and Personal Service,3.74,08/2018,1
43-4121,43-4121.00,"Library Assistants, Clerical",Administrative,3.7,08/2018,2
43-4121,43-4121.00,"Library Assistants, Clerical",English Language,3.57,08/2018,3
43-4121,43-4121.00,"Library Assistants, Clerical",Education and Training,3.03,08/2018,4
43-4121,43-4121.00,"Library Assistants, Clerical",Psychology,2.99,08/2018,5
43-4121,43-4121.00,"Library Assistants, Clerical",Computers and Electronics,2.97,08/2018,6
43-4121,43-4121.00,"Library Assistants, Clerical",Public Safety and Security,2.92,08/2018,7
43-4121,43-4121.00,"Library Assistants, Clerical",History and Archeology,2.37,08/2018,8
43-4121,43-4121.00,"Library Assistants, Clerical",Sociology and Anthropology,2.36,08/2018,9
43-4121,43-4121.00,"Library Assistants, Clerical",Administration and Management,2.34,08/2018,10
43-4121,43-4121.00,"Library Assistants, Clerical",Communications and Media,2.32,08/2018,11
43-4121,43-4121.00,"Library Assistants, Clerical",Mathematics,2.31,08/2018,12
43-4121,43-4121.00,"Library Assistants, Clerical",Sales and Marketing,2.19,08/2018,13
43-4121,43-4121.00,"Library Assistants, Clerical",Geography,2.16,08/2018,14
43-4121,43-4121.00,"Library Assistants, Clerical",Telecommunications,2.07,08/2018,15
43-4131,43-4131.00,Loan Interviewers and Clerks,Customer and Personal Service,4.39,07/2017,1
43-4131,43-4131.00,Loan Interviewers and Clerks,English Language,4.2,07/2017,2
43-4131,43-4131.00,Loan Interviewers and Clerks,Administrative,3.71,07/2017,3
43-4131,43-4131.00,Loan Interviewers and Clerks,Computers and Electronics,3.42,07/2017,4
43-4131,43-4131.00,Loan Interviewers and Clerks,Law and Government,3.41,07/2017,5
43-4131,43-4131.00,Loan Interviewers and Clerks,Mathematics,3.37,07/2017,6
43-4131,43-4131.00,Loan Interviewers and Clerks,Administration and Management,2.88,07/2017,7
43-4131,43-4131.00,Loan Interviewers and Clerks,Education and Training,2.85,07/2017,8
43-4131,43-4131.00,Loan Interviewers and Clerks,Sales and Marketing,2.8,07/2017,9
43-4131,43-4131.00,Loan Interviewers and Clerks,Economics and Accounting,2.75,07/2017,10
43-4131,43-4131.00,Loan Interviewers and Clerks,Production and Processing,2.26,07/2017,11
43-4131,43-4131.00,Loan Interviewers and Clerks,Communications and Media,2.19,07/2017,12
43-4131,43-4131.00,Loan Interviewers and Clerks,Telecommunications,2.18,07/2017,13
43-4131,43-4131.00,Loan Interviewers and Clerks,Personnel and Human Resources,2.17,07/2017,14
43-4131,43-4131.00,Loan Interviewers and Clerks,Geography,1.8,07/2017,15
43-4141,43-4141.00,New Accounts Clerks,Customer and Personal Service,4.78,08/2020,1
43-4141,43-4141.00,New Accounts Clerks,Sales and Marketing,4.4,08/2020,2
43-4141,43-4141.00,New Accounts Clerks,Administrative,4.12,08/2020,3
43-4141,43-4141.00,New Accounts Clerks,English Language,3.96,08/2020,4
43-4141,43-4141.00,New Accounts Clerks,Computers and Electronics,3.53,08/2020,5
43-4141,43-4141.00,New Accounts Clerks,Mathematics,3.47,08/2020,6
43-4141,43-4141.00,New Accounts Clerks,Economics and Accounting,3.34,08/2020,7
43-4141,43-4141.00,New Accounts Clerks,Public Safety and Security,3.14,08/2020,8
43-4141,43-4141.00,New Accounts Clerks,Education and Training,3.1,08/2020,9
43-4141,43-4141.00,New Accounts Clerks,Administration and Management,2.96,08/2020,10
43-4141,43-4141.00,New Accounts Clerks,Law and Government,2.86,08/2020,11
43-4141,43-4141.00,New Accounts Clerks,Psychology,2.13,08/2020,12
43-4141,43-4141.00,New Accounts Clerks,Communications and Media,2.11,08/2020,13
43-4141,43-4141.00,New Accounts Clerks,Production and Processing,2.06,08/2020,14
43-4141,43-4141.00,New Accounts Clerks,Personnel and Human Resources,2.02,08/2020,15
43-4151,43-4151.00,Order Clerks,Customer and Personal Service,4.36,08/2023,1
43-4151,43-4151.00,Order Clerks,Production and Processing,4.16,08/2023,2
43-4151,43-4151.00,Order Clerks,Computers and Electronics,4.05,08/2023,3
43-4151,43-4151.00,Order Clerks,Education and Training,3.92,08/2023,4
43-4151,43-4151.00,Order Clerks,English Language,3.81,08/2023,5
43-4151,43-4151.00,Order Clerks,Administrative,3.74,08/2023,6
43-4151,43-4151.00,Order Clerks,Mathematics,3.67,08/2023,7
43-4151,43-4151.00,Order Clerks,Sales and Marketing,3.61,08/2023,8
43-4151,43-4151.00,Order Clerks,Transportation,3.42,08/2023,9
43-4151,43-4151.00,Order Clerks,Public Safety and Security,3.31,08/2023,10
43-4151,43-4151.00,Order Clerks,Personnel and Human Resources,3.22,08/2023,11
43-4151,43-4151.00,Order Clerks,Administration and Management,3.18,08/2023,12
43-4151,43-4151.00,Order Clerks,Engineering and Technology,3.1,08/2023,13
43-4151,43-4151.00,Order Clerks,Economics and Accounting,2.66,08/2023,14
43-4151,43-4151.00,Order Clerks,Communications and Media,2.35,08/2023,15
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Personnel and Human Resources,4.41,07/2017,1
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Administrative,4.11,07/2017,2
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Customer and Personal Service,3.74,07/2017,3
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Administration and Management,3.47,07/2017,4
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",English Language,3.44,07/2017,5
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Computers and Electronics,2.87,07/2017,6
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Education and Training,2.65,07/2017,7
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Mathematics,2.44,07/2017,8
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Public Safety and Security,2.34,07/2017,9
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Communications and Media,2.24,07/2017,10
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Law and Government,2.21,07/2017,11
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Economics and Accounting,2.2,07/2017,12
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Telecommunications,1.89,07/2017,13
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Therapy and Counseling,1.62,07/2017,14
43-4161,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Psychology,1.56,07/2017,15
